"uid","namedLocation","date","eventID","domainID","siteID","plotID","individualID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","remarks","recordedBy","measuredBy","dataQF"
"e1c65452-76e3-45db-98d9-519e7c2c6dee","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04924","ok","sapling","Live",NA,NA,0.8,NA,NA,NA,NA,NA,NA,"",2,10,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"d8c4548c-6f82-4d0e-af4b-44ceb83e10fd","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04527","ok","sapling","Live",NA,NA,0.8,NA,NA,NA,NA,NA,NA,"",1.9,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"d76f274c-45d5-490f-8399-0c3f4859b330","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04934","ok","single bole tree","Live",117.2,130,52.2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"1249230e-8221-4537-9aba-6e105a886616","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04537","ok","small shrub","Live",NA,NA,0.7,NA,NA,NA,1.1,0.4,NA,"half-sphere",1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"30508449-c876-41e8-975b-c7c3ba56d73f","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04187","ok","single bole tree","Dead, broken bole",69.2,130,18.7,NA,4,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"663ddb88-8f7f-42d6-8c84-395c3b8e1d3f","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04512","ok","small tree","Live, physically damaged",9.5,130,3.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Leaning affects height","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"eb4a2f42-27fb-4f86-9fd1-957fd82093ab","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04505","ok","single bole tree","Dead, broken bole",56.6,130,2.2,NA,NA,45.5,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"e0bec20f-a764-4a36-b9c4-b626b2d31569","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04535","ok","sapling","Live",NA,NA,0.9,NA,NA,NA,NA,NA,NA,"",1.3,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"3720af57-2851-4fc3-be56-2788821392d8","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04528","ok","small tree","Live",1.8,130,1.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"cd377e30-f1e8-4d24-8891-de6ee86694da","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04191","ok","single bole tree","Live, broken bole",11.5,130,4.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Broken","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"23c7e770-60d6-4de1-be98-7c7128d3c575","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04910","ok","single bole tree","Live",45.5,130,20.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"81ddbbbb-2bbe-47f0-b817-26fc9d189fab","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04197","ok","small tree","Live",1.3,130,1.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Few lower branches dieing evidence of pathogens black fungal growth","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"42c2ab47-be8f-4023-bcac-44cf79f33afc","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04525","ok","sapling","Live",NA,NA,1.3,NA,NA,NA,NA,NA,NA,"",1.4,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"9c4ba434-2ab0-4501-a5dd-6f4d5b00399e","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04920","ok","single bole tree","Live",13.7,130,5.2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"b4b40563-f271-4a07-b4e4-ef6744991a52","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04181","ok","single bole tree","Standing dead",13.8,130,7.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Dwarf mistletoe broom","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"502950e5-4509-43f7-ad3c-fca03879e960","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04509","ok","single bole tree","Live",129.3,130,46.3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"5b7dbcae-4054-4fd2-b0dd-9001e97cd39d","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04508","ok","single bole tree","Live",97.2,130,31.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"19ee1826-1a16-40c2-930f-484ece589b49","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04538","ok","small shrub","Live",NA,NA,0.8,0.5,NA,NA,1.2,0.4,NA,"ellipsoid or sphere",1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"69846117-9ba8-4a28-b1aa-fd92a0c05bad","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04183","ok","single bole tree","Live",46.7,130,30.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Dwarf mistletoe brooms","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"a21ad5e7-73d5-4b25-990f-0999b1c735a5","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04925","ok","sapling","Live",NA,NA,0.8,NA,NA,NA,NA,NA,NA,"",1,10,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"45f2bfa0-9dbd-4f4b-87c4-6ff1a53e889b","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04919","ok","single bole tree","Live",63.2,130,42.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"8ee49084-1264-4f81-9121-dc13d9b04535","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04912","ok","single bole tree","Live",15.5,130,7.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"02ff0112-4f5b-4678-8685-a98e223ae750","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04929","ok","small tree","Live",4,130,5.2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"83e2782a-8369-4199-93a1-8c5db6a572c9","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04918","ok","small tree","Live",2.7,130,2.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"819269ce-c92d-44dd-8918-4050bc315ada","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04907","ok","single bole tree","Live",79.4,130,40.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"f6aba52a-5c41-4705-8974-4fa56643ff1f","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04186","ok","single bole tree","Live",38.6,130,26.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Dwarf mistletoe brooms","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"cdf3f405-9c85-4e6a-aba9-1ab90a98e167","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04526","ok","small shrub","Live",NA,NA,0.7,NA,NA,NA,1.5,0.4,NA,"oblate half-sphere",1.1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"7465e835-aaa3-4df5-9079-871b3662ad48","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04514","ok","small tree","Live",1,130,1.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"eb282883-0409-4608-ad50-32873cf8e1fe","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04195","ok","small tree","Live, disease damaged",5,135,2.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Diseased lower branches and. Evidence of black fungal growth flagging occurring","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"e688f58c-2292-4db9-8d96-32583f565267","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04511","ok","single bole tree","Live",18,130,7.8,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"171fc9cc-18f8-4a93-b8d8-4b158d7912f1","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04522","ok","small tree","Live",8.2,130,4.8,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"200c9875-2e39-40f3-99a8-0b2e1442622b","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04518","ok","single bole tree","Dead, broken bole",63.2,130,3.3,NA,NA,58.1,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"3feed562-4b79-4205-9e09-5f8caafd1d0d","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04921","ok","sapling","Live",NA,NA,0.5,NA,NA,NA,NA,NA,NA,"",1.5,10,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"f0742cca-ec2e-4122-aa55-476f514bb49f","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04516","ok","small tree","Live",3.4,130,1.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Decumbent","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"32b1c51e-4ceb-49a9-9e42-d8045f8b19e0","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04520","ok","small tree","Live",6.2,130,3.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"35d8974d-6e2a-48e4-b9a7-7df47852e866","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04188","ok","single bole tree","Live",77.8,130,37.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Dwarf mistletoe broom","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"3062f26a-52de-4644-9058-c8951184aa92","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04532","ok","sapling","Live, physically damaged",NA,NA,1,NA,NA,NA,NA,NA,NA,"",3.4,10,NA,NA,"Bole damage leaning","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"fc72b66f-c849-406d-b09c-77a0b884c252","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04911","ok","single bole tree","Dead, broken bole",31.2,130,4,NA,NA,30,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"d23a340a-bbea-445f-8826-2860609854ac","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04696","ok","single bole tree","Dead, broken bole",44.3,130,4,NA,NA,37,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"08e2b9e4-5b32-4805-bb87-bd0499c20528","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04185","ok","single bole tree","Live",21.3,130,8.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"2b3464da-6682-481e-bb2a-e9cad688ca57","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04909","ok","single bole tree","Live",98.8,130,46.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"2a4505d7-5440-4b2d-ba3a-e2f03bbba1fb","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04196","ok","sapling","Live",NA,NA,0.4,NA,NA,NA,NA,NA,NA,"",2.7,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"05589b84-0eaf-4714-aa5c-37a0ddf2013e","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04922","ok","small tree","Live",4.4,130,2.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"b9a6ac3d-fc64-4fe9-8ec5-363b1d784c39","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04194","ok","sapling","Live",NA,NA,1,NA,NA,NA,NA,NA,NA,"",2.3,10,NA,NA,"Diseased lower branches and black fungal growth","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"9f9169b8-0e92-4c0f-8b9f-ddfcb5791b1e","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04184","ok","single bole tree","Live",88.1,130,43.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Dwarf mistletoe broom","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"d93b05d1-c575-489b-9850-ba35ab74dc1d","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04502","ok","single bole tree","Live",15.6,130,8.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"90efa051-54b3-4eb2-94fd-4ae0b9aa76a2","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04928","ok","sapling","Live",NA,NA,0.6,NA,NA,NA,NA,NA,NA,"",1,10,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"44d9347a-c917-4f48-ae46-13e0c05ee564","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04914","ok","small tree","Live",4.6,130,2.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"09f434da-d62a-457c-99ef-5102a1eeb4f2","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04521","ok","sapling","Live",NA,NA,1.8,NA,NA,NA,NA,NA,NA,"",1.1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"69cd83b5-a286-4002-b6e8-bbd330f33f73","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04507","ok","single bole tree","Live",65.8,130,40.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"8fd56056-662e-474b-a4da-5abe849ff471","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04908","ok","single bole tree","Live",13.9,130,10,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"e6bec23c-5d4a-41be-a0aa-d7170dadcfbb","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04916","ok","sapling","Live",NA,NA,0.8,NA,NA,NA,NA,NA,NA,"",1.8,10,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"4baef931-8369-45e6-b82c-fbdf8f69091b","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04933","ok","single bole tree","Live",71.5,130,35.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Small amount of dwarf mistletoe","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"58c389c2-5ff0-4059-9dff-b4d931db7d1f","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04917","ok","small tree","Live",8,130,6.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"74e4998d-8b3c-4795-871d-85a04526c071","WREF_083.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_083","NEON.PLA.D16.WREF.04915","ok","single shrub","Live",1.5,130,1.7,NA,NA,NA,2,1.6,NA,"inverted cone",1.8,10,0.2,0.1,"","ek73KqIvQF8RhLDCLTKMoAaxRWZ9yW3gVzCev5Zm+/g=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"af305ce5-418d-4366-ae69-7ddb6718d6ca","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04521","ok","sapling","Live",NA,NA,1.8,NA,NA,NA,NA,NA,NA,"",2.4,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"6105536e-c58f-4fa3-afbe-0d48984e1c4d","WREF_077.basePlot.vst","2017-10-18","vst_WREF_2017","D16","WREF","WREF_077","NEON.PLA.D16.WREF.04501","ok","single bole tree","Live",11.4,130,7.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
