"uid","namedLocation","date","eventID","domainID","siteID","plotID","individualID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","remarks","recordedBy","measuredBy","dataQF"
"37ec48e3-d083-41a2-99f6-bcc06c9042de","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04993","ok","sapling","Live",NA,NA,1.2,NA,NA,NA,NA,NA,NA,"",2.5,10,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"016b234e-1969-4197-ac9e-ca68f021c647","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04960","ok","small tree","Live",5.2,130,3.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"d2b78783-86f6-49f5-ba2f-a3f3e6276c4d","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04980","ok","small tree","Live",9.1,130,6.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"c7d8f9fd-6e0f-43ad-a173-1266ba3e3280","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04972","ok","small tree","Live",4.2,130,4.8,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"7374eb21-9f90-421b-a886-884f300bcd11","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04846","ok","small shrub","Live",NA,NA,0.7,NA,NA,NA,0.9,0.3,NA,"inverted cone",1.2,10,0.1,0.1,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"3fb3f330-15e2-42b9-8cbe-4f7c6cf66836","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04968","ok","sapling","Live",NA,NA,0.7,NA,NA,NA,NA,NA,NA,"",1.8,10,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"c6dd77d6-9a86-4896-bcd5-abbb5572908f","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04955","ok","sapling","Live",NA,NA,0.9,NA,NA,NA,NA,NA,NA,"",1.1,10,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"1fd87b9f-1cb9-419a-91a6-2163664c3fc5","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04985","ok","single bole tree","Live, physically damaged",42.2,130,27.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Bole damage","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"d2488670-87a1-4780-a1ef-88e5e331107d","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04961","ok","single bole tree","Live, disease damaged",11.5,130,5.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Shelf fungi","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"fd50a6a2-f6c8-4074-90a6-b1ebbbc64341","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04958","ok","sapling","Live",NA,NA,1.6,NA,NA,NA,NA,NA,NA,"",2.1,10,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"ad8874c8-bfe7-4816-b273-168c1eb17313","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04873","ok","single bole tree","Live",12.2,130,7.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"53ee56ff-9a7d-4f8f-96d5-50de4ed3e202","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04880","ok","small tree","Live",1.6,130,2.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"53a2f7af-9920-4e89-bcb8-1bd1349dd4ea","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04883","ok","small tree","Live",2.9,130,4.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"dc9a6c0b-15e8-47d6-9d3a-e82e5db25d1c","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04996","ok","small tree","Live, physically damaged",3.2,130,2.3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Bole damage","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"9149bbaf-cd3a-4ed6-a609-fc51bc37a5fb","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04874","ok","small tree","Live",3.2,130,3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"08a6a234-8949-4291-b3c3-4de792c5f494","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04939","ok","single bole tree","Live",10.3,130,8.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"ea756fce-386b-4b27-9efc-65039bfa3c13","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04889","ok","small tree","Live, broken bole",6.1,130,3,NA,1.8,NA,NA,NA,NA,"",NA,NA,NA,NA,"Branch whorl at breakage","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"2f2bac21-7dc7-4599-96fc-90ce352fb540","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04856","ok","small shrub","Live",NA,NA,0.5,0.1,NA,NA,0.7,0.3,NA,"ellipsoid or sphere",1.2,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"48b4d017-f01b-4ac6-828c-463e98eee6ea","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04962","ok","small tree","Live",7.2,130,3.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"e5991923-ad80-48bd-9e21-97d0c921668b","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04875","ok","sapling","Standing dead",NA,NA,1,NA,NA,NA,NA,NA,NA,"",1.3,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"52878760-559f-4713-8e25-a9db18e7571d","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04850","ok","small tree","Live",2.8,130,3.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"47a5df10-78a3-45eb-868b-d147e1887fbe","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04988","ok","single bole tree","Live",13.8,130,10.2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"4934956d-b0ce-4d90-baea-505c483c5c22","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04972","ok","small tree","Live",2.8,130,4.8,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"0998fae1-aca7-4f86-950d-935928d70c6f","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04994","ok","small tree","Live",6.8,135,4.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"4f31f349-0129-4dbd-8c46-a1b19fc5992c","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04891","ok","small shrub","Live",NA,NA,0.8,NA,NA,NA,0.7,0.4,NA,"half-sphere",1.1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"742a76c6-311b-442e-9a2b-b7b6628ba98d","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04950","ok","small tree","Live",3.7,130,4.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"a7a83371-74d4-4239-942c-e51cfb82e916","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04990","ok","small tree","Live",5.3,130,5.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"a3fcf375-d8a7-4fa4-9c95-b49e5073f045","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04892","ok","small shrub","Live",NA,NA,1.1,0.3,NA,NA,0.9,0.4,NA,"ellipsoid or sphere",1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"1bf57594-1224-45a1-af91-d4c5e3b9ea69","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04951","ok","single bole tree","Dead, broken bole",43.6,130,4,NA,NA,30.5,NA,NA,NA,"",NA,NA,NA,NA,"Highly decayed at DBH- widest point at 1 m- trunk base buried in duff","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"510e5a44-addb-481a-8aab-b4220ea3050f","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04857","ok","single bole tree","Dead, broken bole",60.4,130,22.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"70eb62ad-6ea1-47ec-8621-6a198062fca3","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04998","ok","small tree","Live",1.9,130,2.2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"e124be93-79b6-473d-9c98-7e6330b46dfc","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04938","ok","single bole tree","Live",11,130,5.3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"42eece2e-adb0-462b-b602-7d6f061c73ff","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04937","ok","single bole tree","Live, physically damaged",14.4,130,5.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"bole damage","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"c318317e-ef05-41c8-be19-4c80c38f3614","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04850","ok","small tree","Live",3.2,130,3.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"e0dcf391-b42a-47dc-8762-3ff689fb1124","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04956","ok","sapling","Live",NA,NA,1,NA,NA,NA,NA,NA,NA,"",1.1,10,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"9df2a99c-4ec9-4107-9ac5-abaffaf2eac0","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04986","ok","single bole tree","Dead, broken bole",49.8,130,7.2,NA,NA,32,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"607a633a-0e18-430e-9947-c951aa313970","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04884","ok","sapling","Live",NA,NA,1.6,NA,NA,NA,NA,NA,NA,"",3.2,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"fa070382-754e-42aa-ac0a-5a1ab3e6bfde","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04847","ok","small shrub","Live",NA,NA,0.8,NA,NA,NA,0.7,0.3,NA,"inverted cone",1,10,0.2,0.2,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"083a6fa6-ca1b-4d7f-9001-88af6f57b1d6","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04883","ok","small tree","Live",4.9,130,4.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"2c2fa493-e91f-4c57-b490-9b956ae6c5d5","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04999","ok","sapling","Live",NA,NA,0.6,NA,NA,NA,NA,NA,NA,"",1.7,10,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"fe46b9f4-c72e-430f-a0db-75fc10be16dd","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04864","ok","sapling","Standing dead",NA,NA,1.2,NA,NA,NA,NA,NA,NA,"",1.7,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"39923acc-05bd-413c-96a0-9e35af7bc28a","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04995","ok","sapling","Live, physically damaged",NA,NA,1.4,NA,NA,NA,NA,NA,NA,"",2.7,10,NA,NA,"Bole damage","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"cdfcd895-0583-4c90-9fde-b31db27765e0","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04973","ok","small tree","Live",5.1,130,3.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"f6e11ee7-6892-42cc-99a7-113a2b513dd0","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04866","ok","small tree","Live",2.6,130,1.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"130 decumbency under downed trees","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"2197667e-adb9-488f-b166-b24faa03fdc1","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04886","ok","small tree","Live",2.8,130,2.8,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"643cfdb0-d30a-4981-8395-a93e05b7371e","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04964","ok","single bole tree","Live",10.7,130,6.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"d36fbf98-6d63-4c2b-bcbd-a4aa10dc9a43","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04957","ok","sapling","Live",NA,NA,0.9,NA,NA,NA,NA,NA,NA,"",1.2,10,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"4ae87a2a-0ea2-46fa-a5b5-b15f0cfd4d06","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04900","ok","small shrub","Live",NA,NA,1.1,0.4,NA,NA,1.1,0.8,NA,"ellipsoid or sphere",1.4,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"21a38040-752d-4750-90b0-677a22fa9922","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04848","ok","sapling","Live, physically damaged",NA,NA,0.7,NA,NA,NA,NA,NA,NA,"",2.6,10,NA,NA,"Large diameter tree fallen on top","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"f62881bc-fea1-4416-af4e-8e53722c0d7d","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04898","ok","sapling","Live",NA,NA,1.1,NA,NA,NA,NA,NA,NA,"",1.4,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"372a1f69-2942-49b5-9ee4-ce8c04977218","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04943","ok","single bole tree","Live, disease damaged",10.9,130,7.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"witches broom","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"3440682a-d15a-4390-95b2-5f3c6965c004","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04888","ok","small tree","Live",3.6,130,3.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"47070e9b-35f1-482a-90e3-ee3e0dda849a","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04947","ok","single bole tree","Dead, broken bole",24.8,130,1.6,NA,NA,23.9,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"756e9a82-1e2e-4e86-a5ec-7f02ac5ec21d","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04887","ok","small tree","Live",3.8,130,4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"1ffa6bcc-2df7-46ab-aa75-dd3911ded8fd","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04869","ok","small tree","Standing dead",1.7,10,0.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Top split and re rooted","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","legacyData"
"38dc6c6c-930c-448a-8461-6524e10d6d90","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04971","ok","sapling","Live",NA,NA,0.7,NA,NA,NA,NA,NA,NA,"",1.7,15,NA,NA,"","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
"2ca9c6e1-8d1d-44a2-b4d4-07162418bb1f","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","NEON.PLA.D16.WREF.04991","ok","small tree","Live",5.6,130,3.3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Decumbent","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","legacyData"
