"uid","namedLocation","date","eventID","domainID","siteID","plotID","subplotID","nestedSubplotID","pointID","stemDistance","stemAzimuth","cfcOnlyTag","individualID","supportingStemIndividualID","previouslyTaggedAs","samplingProtocolVersion","taxonID","scientificName","taxonRank","identificationReferences","morphospeciesID","morphospeciesIDRemarks","identificationQualifier","remarks","measuredBy","recordedBy","dataQF"
"42d5b28f-1142-4d1b-a9c8-babb0458b59e","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","4","61",6.3,224.1,"N","NEON.PLA.D16.WREF.04961",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","taxon verified 2017, JZ","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"b5d9d02e-8ca6-4dbf-9ed1-eef21dbfe81f","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04995",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"367eae10-c17a-422e-a446-fbafea4fbb8b","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",12.1,45.9,"N","NEON.PLA.D16.WREF.04986",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"cf. species","taxon verified 2017, JZ","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"3de7a3ae-a153-4d11-be62-eb96b0bad3d3","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04898",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"6f022e8b-459e-4afd-9dbd-edbae0ba3dbb","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04895",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"a924e0a8-53b7-47b2-a25a-6beffab81a47","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04885",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"085e698a-152a-4d8e-ab99-cfa0b12b4f3c","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","4",NA,NA,NA,"N","NEON.PLA.D16.WREF.04977",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","taxon verified 2017, JZ","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"7e59cbfc-7040-4b8c-b5ce-4284fa194d19","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",2.6,90.6,"N","NEON.PLA.D16.WREF.04983",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","VST Plot Mapper shows as outside plot but it is inside with tapes","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"88063b4f-848c-40df-90c1-02c2c7d51b18","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04889",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"b4a62b00-d496-459c-a492-277b8b1e357a","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1","21",2.8,82.9,"N","NEON.PLA.D16.WREF.04890",NA,NA,"NEON.DOC.000987vG","THPL","Thuja plicata Donn ex D. Don","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"022429fe-db22-4fea-a538-56a43a2b4dca","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04893",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"957786bd-39be-442c-a87a-d68df717d96d","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04994",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"646053af-a3df-4f00-aab5-a3606c86666f","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",1.2,32.9,"N","NEON.PLA.D16.WREF.04984",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"15699dfd-fdc5-48d3-bbf8-8f3f9a3ce1d8","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",7.6,49.1,"N","NEON.PLA.D16.WREF.04992",NA,NA,"NEON.DOC.000987vG","THPL","Thuja plicata Donn ex D. Don","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"a1b53f0f-3431-45ba-a2c0-e1f06c67029e","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04998",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"98e6d6c9-9cdc-4ea1-820a-9e391431f7da","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04886",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"c31c9b1f-68f1-424b-81da-67fadb02bd92","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04894",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"5a4a4336-579c-4091-8a03-be3c861c4e04","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04989",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"d6ed631c-f3b9-4468-b8ee-1bfc97b9ef0b","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",11.5,57.6,"N","NEON.PLA.D16.WREF.04988",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"e900ab17-05cb-4c75-9812-dbf065d2501e","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04997",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"19358b38-9924-4fe5-98c2-4871cc797fac","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","4","61",14,221.8,"N","NEON.PLA.D16.WREF.04982",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","taxon verified 2017, JZ","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"a1b83244-c63c-4ff3-878d-1b065baa9fba","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",8.4,21.9,"N","NEON.PLA.D16.WREF.04985",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"9e8535e2-b155-4e1a-80fd-bc6b80c99076","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.05000",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"e4a70322-2d41-4df4-b1d5-8401512f827f","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04896",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"0a798f64-c2d8-43ec-ae46-b5540a881151","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04900",NA,NA,"NEON.DOC.000987vG","VAOV","Vaccinium ovalifolium Sm.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"f89d5118-2d70-416c-a16e-645bffcfba86","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04899",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"d6f7647a-7f4f-44d1-9888-799e0b63b521","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04999",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"879378f8-fb8b-4e7f-85bf-1624957dbfc7","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04888",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"5db97e3a-dcea-406c-ae50-07befd843a27","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04993",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"d910475f-da51-4428-be9c-af7eeefc1d35","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04991",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"d91f52db-0d07-48dd-8e1e-97bfe25d284d","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04897",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"3214173e-c839-4bd6-a0e4-e4c1d183f863","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04892",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"e8f9c0de-e19b-49ab-b5f4-029988ef503c","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04996",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"6b8b9730-3e55-4718-9e00-fc64ae5332bd","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04990",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"70b5ec8d-d582-4f6f-8e8f-dc6c89bacff2","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04884",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"bda3ac83-0113-41c7-9f55-44a85abff6be","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04891",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"575db628-0840-473e-8edf-b7d9662cd750","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04887",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"d70ba47b-3b79-4ccd-8940-885979fce245","WREF_089.basePlot.vst","2017-10-16","vst_WREF_2017","D16","WREF","WREF_089","41","1","41",8.5,53.9,"N","NEON.PLA.D16.WREF.04987",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","taxon verified 2017, JZ","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"6dc1d22f-e5d3-4ac4-844a-d9e93e76671b","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04570",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=",NA
"ccaec64d-1909-4c50-ac93-3fcf1aa18d75","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04568",NA,NA,"NEON.DOC.000987vG","GASH","Gaultheria shallon Pursh","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=",NA
"8f65470f-2f57-4cb3-abda-b5c8059f8b28","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04588",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=",NA
"86bece05-f268-4f72-9c1d-551862ebb978","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21",NA,"23",20.4,288.2,"N","NEON.PLA.D16.WREF.04550",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=",NA
"96885e73-e5ee-4064-9e7a-618fdb2e8513","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","4",NA,NA,NA,"N","NEON.PLA.D16.WREF.04560",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=",NA
"6233164c-257e-445f-acdf-8863176d9115","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04584",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=",NA
"56101348-3869-4693-8260-343290e93b52","WREF_082.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_082","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04585",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=",NA
"2b4f984d-101a-4d13-b14d-8db521177a47","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21","1",NA,NA,NA,"N","NEON.PLA.D16.WREF.04872",NA,NA,"NEON.DOC.000987vG","ACCI","Acer circinatum Pursh","species",NA,"",NA,"","","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=",NA
"2d02137e-44a4-4e75-9c4a-0068567c59ed","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21","4","41",7,235.8,"N","NEON.PLA.D16.WREF.04857",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=",NA
"2a793073-916d-400b-907d-131852d32181","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","41","4","61",8.3,211.6,"N","NEON.PLA.D16.WREF.04964",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"8b41b1ea-adbc-48c5-97d5-f5fa6fc7cb50","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","41","4",NA,NA,NA,"N","NEON.PLA.D16.WREF.04963",NA,NA,"NEON.DOC.000987vG","ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","+U+GA8YvyAcIR2iT16bCsJaxBTBeLP3Wg8rQ1wbUcL4=",NA
"f1dcacd0-7e96-44fe-b1f2-dc742b7e9571","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21",NA,"39",6.7,167,"N","NEON.PLA.D16.WREF.04948",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA
"f6d9ec70-a87a-41c6-9c48-1e90155a833e","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21","4","41",11.7,218.2,"N","NEON.PLA.D16.WREF.04852",NA,NA,"NEON.DOC.000987vG","PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","variety",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=",NA
"5bd34882-16ee-409a-827d-534ed30ece8c","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21",NA,"39",5.8,169.1,"N","NEON.PLA.D16.WREF.04947",NA,NA,"NEON.DOC.000987vG","ABIES","Abies sp.","genus",NA,"",NA,"cf. genus","taxon verified 2017, JZ","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA
"a624e8fe-b1f0-483b-8d6b-514d62d871f3","WREF_089.basePlot.vst","2017-10-17","vst_WREF_2017","D16","WREF","WREF_089","21",NA,"23",8.2,279.6,"N","NEON.PLA.D16.WREF.04944",NA,NA,"NEON.DOC.000987vG","TSHE","Tsuga heterophylla (Raf.) Sarg.","species",NA,"",NA,"","","tVmsHvU48bLy1stjrb+Uos0Ca8JyM7gnatLsj09kBuI=","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=",NA
